시간대구분,자치구코드,AGE_000,AGE_001,AGE_002,AGE_003,AGE_004,AGE_005,AGE_006,AGE_007
10,111212,40616.2714,42256.75,74420.6114,98971.0548,87514.1308,70475.5629,54707.2026,55347.977
10,111221,27372.9799,28180.7354,49022.6922,64217.3562,61831.8606,53546.3527,40347.8274,39136.4041
10,111281,11106.9628,12340.5527,30197.1457,37333.274,31741.8494,31230.7077,22464.531,19302.3078
10,111231,26589.7877,27764.7942,68344.9011,87684.8099,73387.0863,64350.9755,45689.6205,41064.9804
10,111241,25157.769,31865.3096,74296.108,61790.5439,56519.5432,48641.5415,36076.126,40367.4158
10,111251,21741.9297,29511.044,106572.8919,86653.7183,65495.7202,55412.5511,41663.4034,44789.0578
10,111262,43037.5319,54269.0152,76998.6394,93376.95,102852.2003,81020.9181,53333.2267,49052.6626
10,111261,51536.805,87805.2612,114963.1286,140242.6766,143444.2332,105260.7855,67620.0457,61298.0827
10,111273,62399.3763,71249.9411,95045.7559,125980.135,123104.8506,100052.4093,74031.5527,67028.6208
10,111274,38983.9568,48477.4966,57344.7341,75147.597,82089.3446,70265.7085,56133.208,55231.5586
11,111123,13090.7525,26455.5406,52761.2773,43508.4295,48809.6005,50763.968,36807.6382,36845.5538
11,111121,13307.4485,13586.975,42738.2925,47405.4934,44678.0982,42316.6056,31613.1688,29090.5089
11,111131,15845.1072,21894.6874,48447.1068,57438.5419,50197.1398,40880.958,27480.2939,27088.2315
11,111142,21750.5129,25279.7945,59982.0321,59197.6313,53511.0763,45580.3839,32581.1109,31230.4024
11,111141,22998.179,33720.1369,68575.7529,59965.9861,55406.7844,49675.9378,34197.5991,31849.1236
11,111152,19112.1349,27218.097,69970.3888,48788.7227,50285.4343,48016.1444,37346.0549,42833.5401
11,111151,23535.8793,26234.2211,44945.4733,51483.5091,50581.7727,52525.0174,40366.6882,41324.8613
11,111161,29820.2666,42747.5105,71273.1376,55441.0907,61816.443,56823.6534,39269.9155,43792.6613
11,111291,17769.6395,22980.0914,38667.881,35871.8723,41140.7185,43313.7818,32967.9081,39940.9073
11,111171,17607.3596,22575.897,31915.6588,33883.257,38644.8776,40815.363,34529.0462,38939.6895
11,111311,34652.3704,58717.005,65648.463,60464.693,74521.5803,70424.5167,51659.4768,57611.2503
11,111181,28987.8561,37597.8981,53152.3596,61612.3194,66155.1794,59796.2255,45656.3398,50762.7025
11,111191,19808.8159,29923.9181,69203.8443,53800.271,51809.7446,47113.0273,31421.5515,35510.3638
11,111201,26502.6063,40597.6938,90905.3955,85099.1623,74312.4064,57375.1037,35913.9839,36579.7483
11,111301,30427.6394,48751.6538,41334.2515,49955.2114,61666.1412,50593.4497,35677.2823,36290.681
11,111212,40656.8589,42158.7673,73909.7723,97674.3226,87367.3965,70283.4815,54035.2859,54868.9659
11,111221,27430.1456,28009.5696,48965.3485,63094.8093,61090.898,53348.0054,40399.2261,38925.1689
11,111281,11113.6717,12413.9352,29267.0768,36564.8303,31997.8288,30900.033,22034.7351,18952.9057
11,111231,26975.2416,28823.8836,70896.7578,90617.249,75071.4583,66696.7544,47065.1805,42425.4888
11,111241,24728.4978,31433.2303,72620.5816,59919.2849,55079.6936,47583.688,35196.5473,39212.2634
11,111251,22200.047,29513.5172,103477.9437,84083.0901,64700.0948,55140.9083,40939.0661,44858.871
11,111262,43007.011,55500.2936,81155.0382,96474.3576,103763.3858,81536.934,54550.3223,49408.2547
11,111261,52111.7867,90689.2126,121422.2615,147410.4658,146878.1383,107561.8571,69305.3612,61661.8918
11,111273,63079.2978,72433.6529,96757.0436,126230.0999,123702.3974,99561.7796,73784.4525,66420.6623
11,111274,38048.2203,47750.7399,56387.5329,73345.6436,80979.4505,69016.3392,55361.3187,54868.8008
12,111123,14065.0928,27058.9378,58775.0921,48161.6608,51692.3064,53198.8244,40202.385,41029.3267
12,111121,12878.8859,14065.7547,46942.213,51363.2287,47493.5645,44950.9658,34488.9573,31863.3488
12,111131,15888.7792,22165.2805,52132.2429,59878.8455,51065.1585,41388.0789,27178.7862,26571.0575
12,111142,21824.1656,26414.0152,62746.0779,60404.2836,53630.6258,45798.6205,32174.3101,31214.2971
12,111141,23272.0958,37014.3795,68841.0247,60176.5583,56443.1353,50746.88,34385.1004,31327.7238
12,111152,18989.2853,27038.5789,68228.5479,47470.7694,50063.6181,48489.7572,37437.2682,43469.3063
12,111151,23234.3928,25550.2838,43626.1666,50197.6419,49727.6734,51527.6955,40016.0743,41252.1443
12,111161,29953.8276,42167.1342,68872.4696,54437.8145,61122.0011,55948.7238,38489.5139,43755.7043
12,111291,17589.7909,22589.8994,37798.973,35512.1601,41517.4117,43175.2415,32881.9678,39713.0549
12,111171,17110.0894,21692.6416,30637.6424,33087.4358,37673.8848,39906.5228,34188.6935,38257.3706
12,111311,34867.3992,58758.9584,64462.3108,59025.0418,73866.1375,69766.9365,50879.2371,57019.8985
12,111181,28360.9319,36877.567,51242.2889,59691.1024,64852.4174,58956.1443,44568.1081,50184.6303
12,111191,19927.8556,30126.1492,69218.4182,53365.0373,51322.3858,46972.1261,31476.1323,35140.5435
12,111201,27664.397,43587.3077,97401.1589,87720.9974,74751.8871,57469.1103,35579.9266,36596.3007
12,111301,30538.0805,49031.8235,40485.2245,49092.1381,61518.6328,50133.9587,35138.6804,35772.573
12,111212,40138.365,41809.88,72934.3657,95737.1255,86706.0445,70048.4369,53196.6938,53910.8979
12,111221,27330.9971,27650.0124,47990.0466,62187.55,60220.2565,53166.7064,40074.0571,38450.5398
12,111281,11085.7891,12485.2849,28857.6706,35709.3829,32009.6317,31187.7796,22019.9538,18739.3964
12,111231,27734.3696,30198.8721,74148.2634,92896.2027,76659.379,67818.6502,48741.3041,43244.2949
12,111241,24689.4339,30136.5124,71107.6002,58439.0857,54138.3073,46675.1094,34681.6584,39089.4124
12,111251,21971.7497,29094.9301,100226.615,82512.9262,63650.6978,54644.5179,40721.325,44727.8841
12,111262,42924.9928,56699.7299,84447.4721,98960.4791,104323.9635,82013.5648,54351.5481,49919.1868
12,111261,52682.6177,94365.729,127251.547,152045.5368,149431.2626,108824.5026,69561.7982,61410.5955
12,111273,64569.9367,73034.8722,98688.4182,126720.5977,124293.4093,100107.44,73584.3877,65953.1021
12,111274,37574.8304,47050.9237,55315.8572,71942.3141,80060.9229,68546.1559,55194.9018,54593.6511
13,111123,15331.2275,28502.7456,65620.904,52446.1979,54297.3556,55506.5583,42107.378,43070.7718
13,111121,13277.5936,15177.6883,50281.3926,54597.4349,49523.593,46976.2316,35727.8972,33132.8495
13,111131,16464.5667,22499.3292,54877.7061,61766.4187,52145.5967,42131.7648,27408.3708,26446.2807
13,111142,21777.016,26295.2739,64768.3745,60968.9535,53543.3431,45233.4355,32189.7096,31152.7622
13,111141,23582.6499,38073.9889,68856.0958,60434.806,56829.5958,51513.7536,34928.9535,31819.6889
13,111152,18859.0548,28148.097,66999.8154,46522.1323,49431.4542,49071.5147,37778.6467,44275.9838
13,111151,22962.8028,24974.3624,42177.7389,49113.6993,49524.5381,51195.0421,39989.5544,40934.4703
13,111161,29281.2921,41436.1495,67511.3779,53650.4491,60917.5219,55569.5769,38360.5956,43418.3785
13,111291,17799.5321,22333.4968,36845.5634,34733.5135,41361.3433,43091.0649,32862.2267,39459.1545
13,111171,17208.0176,21528.5729,29508.2585,32604.5677,37693.7683,39449.322,33979.7801,38332.6927
13,111311,34536.6554,58736.4785,63375.9061,57899.6049,73000.4236,69172.246,50534.088,56271.6203
13,111181,28021.0193,36319.3213,49169.5411,58256.2451,63796.0731,58055.4481,44238.0463,50044.9818
13,111191,20148.7871,29682.784,69384.3568,53337.209,50822.6871,46161.3754,31268.2704,34967.5478
13,111201,27419.4178,45613.2906,103021.3043,89086.3255,75274.0395,57006.2338,35495.6945,36639.7875
13,111301,30391.5788,49105.5056,39520.3643,47996.9451,60782.7544,49524.0582,34872.688,35322.3817
13,111212,39256.737,41356.9882,71304.4832,93797.8798,85566.5398,69395.0127,52804.848,53631.9535
13,111221,27472.7397,27451.9596,46905.7913,61185.3461,60169.3011,53379.1568,40122.8266,38754.7239
13,111281,11163.3899,12194.0162,27937.2647,35098.7081,32057.3521,30957.0338,21971.1329,18747.1438
13,111231,28628.6577,30832.8501,76592.5192,94084.6467,76342.3238,68392.0593,49060.2032,43353.6532
13,111241,24465.15,29821.8393,69405.5699,57567.8715,53700.9886,46508.4022,34774.1302,39195.3966
13,111251,22013.9307,28792.6541,96758.5161,80326.3746,62853.2138,54093.1054,40158.2973,44176.4075
13,111262,43122.7352,55990.7295,86631.5235,100474.5295,103831.8839,82737.703,55088.6106,50145.7422
13,111261,53140.8439,96581.2516,131628.4313,154489.8387,149676.3607,108631.9775,69665.0375,61877.2176
13,111273,65363.0459,73868.9992,100526.7091,127687.8313,125299.7975,101317.1193,74065.8468,66099.646
13,111274,37285.7191,46301.8732,53835.0997,70823.1802,79275.1035,67887.8476,54665.8942,54108.912
14,111123,15837.2178,29635.5437,71796.4337,55851.0134,56177.3473,56632.728,42446.0505,42506.2787
14,111121,13785.6802,15649.6611,52521.0728,56110.8586,50486.5103,47491.2139,36201.0954,33384.2553
14,111131,16280.3642,22522.2019,55914.1922,61785.2362,51953.418,41246.7652,27263.9746,26800.5541
14,111142,22178.2287,26578.9323,66523.6085,61184.0036,53592.532,45379.7576,32376.8152,31069.0802
14,111141,23872.2404,38718.6403,68714.8751,60332.1173,57553.9112,51694.129,34902.1975,31936.2132
14,111152,18622.3682,27877.8441,65234.1852,46410.2175,49324.7444,49063.583,38121.7624,44635.1404
14,111151,22494.1289,24530.9029,41017.6501,48124.9096,49302.7316,50943.8575,40264.5484,41153.6649
14,111161,29220.8894,41011.8926,66034.8568,52485.6637,60334.2491,54796.3422,38131.7682,43391.7524
14,111291,17704.072,22130.9558,36327.0928,34399.4627,40842.3471,42992.7616,32908.1796,39055.8022
14,111171,17259.2985,21254.0474,28811.4607,32265.213,37267.3273,40024.785,34284.0024,38972.758
14,111311,34693.9489,59055.7827,62400.9868,57401.4421,73050.7758,69490.2919,50839.8112,56842.4493
14,111181,28253.2192,36424.271,48155.7912,57705.549,63228.0307,58178.2837,44371.2859,50216.7303
14,111191,19786.3589,29139.7589,69760.4171,52937.7355,50622.7698,45878.6865,30983.7082,34597.6497
14,111201,27981.7104,47618.6968,107634.0477,90023.841,75694.379,57261.8448,35237.9649,36266.1919
14,111301,29733.783,48684.056,38139.1704,46986.2784,60210.4836,49648.7116,34849.5281,35557.0603
14,111212,39864.3671,41455.5683,70154.7588,92417.527,85408.173,69300.6615,52574.6462,53826.157
14,111221,28012.8767,27384.4023,46449.6295,60867.8071,60455.328,53770.7271,40959.5143,38872.1836
14,111281,10982.5365,12016.6111,28042.7487,35265.2583,32241.432,31328.4943,22596.8334,19189.85
14,111231,29188.3901,31973.2706,80056.5373,95525.7399,76964.0136,68647.5364,49358.8311,44024.1487
14,111241,24148.4364,29667.921,67452.8767,56972.5324,52887.043,46209.158,34584.0986,38983.6365
14,111251,21713.3186,28464.2327,94599.0268,78997.958,61858.0714,53893.8631,40249.7356,44002.8011
14,111262,42595.2344,55611.5836,86268.0272,99355.3834,103896.1987,82252.7874,55077.825,49890.7415
14,111261,52765.6875,97216.0149,133898.7751,154938.0671,148968.4283,108458.1117,68185.1212,61593.3308
14,111273,65688.2207,73948.1976,101605.9535,129042.7659,125772.7023,101727.8544,74559.5115,66254.7803
14,111274,37164.1825,46004.1793,52660.7242,69508.2974,78802.8645,67867.9155,54723.4779,54174.0866
15,111123,15728.4527,27388.2616,76114.9815,57607.2912,55245.7498,54536.3394,40568.0077,40394.8821
15,111121,13606.8784,16063.0647,54812.3221,57232.3743,51005.1901,47725.227,35841.308,31673.5381
15,111131,16809.1209,23362.9564,58618.3873,62630.5501,52990.3825,42093.5718,27705.8837,27408.1263
15,111142,22523.4829,26426.4253,67884.8389,62080.2522,54049.2294,46371.0094,32785.2867,31157.9462
15,111141,23859.967,40774.1902,69611.2032,60003.0528,58472.5458,52435.797,34717.0652,32116.1732
15,111152,18738.8813,27970.6849,63755.345,45947.4056,48664.4991,48127.5702,38221.3146,44030.9321
15,111151,22231.3944,24431.191,40262.5222,47883.4548,49827.821,52048.876,40725.3383,41429.5067
15,111161,28943.4283,40725.2074,64699.0884,52455.9819,60169.6681,55022.3067,38667.8866,44284.3304
15,111291,17933.1676,22170.4599,35972.2628,34250.4504,40812.3612,43002.88,33251.3433,39282.8985
15,111171,16973.7404,21121.45,27817.7996,31779.3471,37456.621,40197.9762,34609.3065,39006.6395
15,111311,34675.0533,58329.7307,61696.4385,57327.3887,72809.3666,70060.3668,51479.5403,57174.455
15,111181,28436.6137,36365.3369,46980.0245,56987.8878,63679.905,58738.442,44910.8958,50641.0925
15,111191,19612.1884,29013.9518,69803.5246,52806.5909,50087.2989,45672.2098,31476.6384,35042.2286
15,111201,27867.1419,47755.096,111968.7908,90647.7455,75249.8151,57121.1278,35151.4281,36249.8354
15,111301,29707.3382,48165.0885,37228.7263,46170.6178,60578.336,50342.8527,35118.6848,35707.9745
15,111212,39946.368,41383.2891,68835.7359,91267.7036,85232.4749,69276.8421,52841.4956,54298.2946
15,111221,27823.9242,27458.4781,45293.9473,60471.0094,60677.8872,53994.7314,41781.6499,39408.6421
15,111281,11296.294,12223.0183,27136.902,35265.7747,31986.29,31346.1093,22559.3904,19135.3216
15,111231,29870.3935,33050.2198,82315.5988,97011.8026,77537.0301,68918.5694,49393.9094,44283.4875
15,111241,24331.5273,29562.4578,66407.2471,57119.2993,52678.0614,46983.0929,35374.0927,39177.5039
15,111251,21548.1344,28176.5725,93294.1388,78019.7741,61482.7852,53941.048,40532.6315,44612.9521
15,111262,42411.4508,55467.3093,84810.8822,98617.5226,103119.0178,81904.8489,54240.693,48379.5953
15,111261,52134.5633,98680.0521,134056.3724,152011.6206,147907.0376,107408.2838,67246.0255,60991.3908
15,111273,65269.2262,74449.1856,103765.3472,129909.4669,126485.9419,103330.3218,75121.6007,66646.0054
15,111274,36833.1979,45419.9755,51958.4668,68874.2844,78382.3576,68590.147,55553.6846,54513.305
16,111123,15119.9951,26162.0871,77408.6396,56951.4258,52688.3472,51879.2599,37785.7005,36429.28
16,111121,14386.5737,16725.4733,56850.6353,57664.5584,51323.334,48374.7925,34290.3469,28637.7989
16,111131,16462.3872,22257.6643,59580.0994,63750.7756,52212.1273,41549.3899,28051.9903,28156.7967
16,111142,22134.4842,26936.357,68953.7113,63072.46,54555.8684,47126.9432,33323.1907,31810.0598
16,111141,23452.8463,38795.6366,70916.2044,60118.2239,58090.9298,52815.4022,35629.4275,32174.8214
16,111152,18742.7715,27874.4832,62651.5971,45980.9583,48590.1073,47908.806,38035.4521,42676.1885
16,111151,23246.8459,24701.4806,40144.1693,48329.9685,50919.7539,53497.467,42002.936,42261.4606
16,111161,29432.8105,40813.1102,64011.5196,52163.2711,60399.6604,55322.1895,39221.794,45372.2687
16,111291,17473.9462,22000.2983,36085.6811,34282.0058,40934.9008,43314.9827,33734.9777,39702.0643
16,111171,17395.1076,21226.1264,27770.8085,32143.8704,37675.1574,41047.0955,35116.0316,39686.8674
16,111311,34515.566,57689.3911,61053.5663,57234.1848,73265.2861,70781.2777,52073.9471,58252.9893
16,111181,28517.2213,36369.9166,46735.4673,57256.8838,64126.343,59417.7219,45386.7885,51398.8949
16,111191,19576.726,28718.4944,68546.6036,51699.6799,49923.6777,45361.3655,31654.1606,35385.9411
16,111201,27973.1401,48359.9835,116468.0264,92426.7532,75670.2433,57540.4373,35403.5379,36420.4547
16,111301,29633.3098,47957.8303,36318.8509,45734.8841,60620.0174,50727.7538,35876.6932,36151.3025
16,111212,39792.5645,40917.3167,67427.7115,90349.7862,85395.4361,69257.2104,53389.9326,54809.2078
16,111221,27687.4756,27079.4755,44930.1862,60347.6238,61626.015,55709.6002,42686.277,39740.8741
16,111281,11611.2295,12342.5798,26583.5073,35696.7191,32425.3462,32056.9205,23242.2116,19479.2692
16,111231,30659.1485,33903.5125,84019.1589,97237.0237,77690.6961,69244.3354,49657.0361,43758.431
16,111241,24751.4011,29827.4774,66069.5734,57597.9581,53494.8776,47679.8157,36036.9683,39814.6294
16,111251,21532.6712,28325.4794,92230.4192,78086.1976,61790.6111,54691.213,40899.5278,44925.8321
16,111262,42160.4171,55258.4335,84480.261,97076.7899,101796.4466,81254.8224,53316.1752,48208.8047
16,111261,52495.5001,99196.0946,132408.6034,148763.2998,146299.1266,105226.5834,65755.4312,60159.2351
16,111273,64421.0274,75317.9158,105469.9842,131385.5608,128026.8997,104776.8523,75850.5725,67441.1363
16,111274,36685.5227,45311.977,51150.771,68984.7961,78579.1852,69384.7505,56578.9152,55506.9047
17,111123,13501.1357,24549.7496,75620.3393,53698.9216,48108.0732,47523.3127,33487.635,31587.8839
17,111121,14108.1265,16457.0847,57242.3022,56664.136,50665.1471,47610.359,31691.0291,25088.6373
17,111131,16125.9405,20966.2279,59753.4442,64135.1932,51382.2465,40590.303,28096.1837,27870.4442
17,111142,22096.9712,26841.026,68180.6494,61736.1057,53926.7088,46801.8004,32901.7047,31739.5162
17,111141,23260.7741,38285.3962,73129.3876,60904.4025,58211.2851,53097.438,36007.2844,32280.9677
17,111152,18734.0503,26502.328,61756.4357,46347.4054,48506.2612,47727.1688,37771.6956,41436.6794
17,111151,23437.2536,24905.7154,40201.2413,48979.3395,51372.2913,54514.9448,42861.8255,42722.6493
17,111161,29838.0472,41063.5207,63675.4905,52704.5383,61100.411,56455.7042,39890.7943,46097.596
17,111291,17691.162,22164.2118,35967.9989,34576.4368,41496.569,44173.1744,34587.2367,40705.3763
17,111171,17452.947,21390.1477,27685.7426,32245.5748,38357.7837,40933.4693,35197.9238,39343.6727
17,111311,34960.0698,57909.2787,61220.3405,58001.1971,74276.8637,72308.4912,53766.3717,59032.8493
17,111181,29104.0572,36796.3898,47027.7175,57994.0345,65283.9753,60591.577,46760.7606,52416.255
17,111191,19244.1923,28436.6814,67458.5287,50817.4167,49475.5412,45218.3841,31874.5685,35592.2782
17,111201,26996.1002,47942.4948,120556.2088,94143.2851,75597.3735,57901.976,35326.5128,36581.2794
17,111301,29840.3125,48087.6113,36124.8038,46202.4373,61583.494,51806.0916,36525.4405,37078.5205
17,111212,39796.71,41043.959,66814.9003,90438.9143,85569.1866,69123.09,54087.8229,55837.5257
17,111221,27699.1869,26998.5356,44753.2082,60738.0421,62516.3329,56523.4202,43276.3083,39850.0726
17,111281,11497.0669,12401.5918,26694.781,35734.4079,32275.6908,31879.7201,23212.1711,19718.7765
17,111231,30733.2441,34716.9872,84045.2982,97650.3724,77905.1419,69806.1861,49453.6555,42898.7308
17,111241,24425.441,28454.3299,65751.569,58068.2276,53579.6444,48523.493,36985.3901,40780.1192
17,111251,21763.5789,28663.3362,92772.7835,79460.5118,62781.6412,56016.0597,41872.9027,45292.7592
17,111262,42521.106,55294.7566,82650.0094,95051.8724,100098.6282,80022.1201,52041.2295,48020.7173
17,111261,51226.8594,97631.8323,130333.1917,145445.0538,143441.5544,102354.355,65178.8225,60289.0744
17,111273,64174.0476,75262.0363,106783.589,132233.9025,127922.3695,105287.8929,76383.9793,67671.4909
17,111274,37094.6906,45830.6871,51209.401,69810.7669,79383.3177,70656.3655,57782.1731,56332.8116
18,111123,12119.0725,22911.2629,72123.86,50717.7162,45255.8818,44323.7122,30416.7828,28722.8675
18,111121,13658.6457,16024.317,55498.7633,53730.4798,47897.2669,45263.1644,29288.4766,22744.6885
18,111131,15739.1001,20410.4589,58687.2381,63031.391,50022.5613,39479.5847,27297.8331,26864.4373
18,111142,22134.6052,25857.6366,65540.6817,60409.7001,52892.895,46020.0336,33200.6715,31818.4186
18,111141,22944.889,38159.899,74847.079,60748.9525,57323.385,53451.1064,36125.9593,32562.2659
18,111152,18628.7019,25623.2648,61226.7491,46446.4835,47794.0382,46494.8302,37105.9864,40512.3374
18,111151,23981.1377,25313.503,41010.1069,51236.6411,52642.8603,55852.9584,43864.4326,43554.3222
18,111161,29829.9243,41023.9112,64130.1125,53886.1866,61921.4127,57897.398,41334.8334,47270.8775
18,111291,18144.2503,23128.2562,36969.5573,35633.2286,42571.0932,45049.2961,35190.4165,41308.0139
18,111171,18150.0978,22022.4098,27499.0212,32821.9968,39285.7148,41876.6718,35613.6424,39506.9865
18,111311,34833.5951,56958.8144,61578.5613,59215.0221,74965.5656,74121.0925,54970.9081,60085.5836
18,111181,29702.2641,37452.3387,47825.742,60144.0165,66966.1216,62783.7696,47988.8892,53533.0444
18,111191,18797.0405,28443.3272,67542.1763,50882.687,49701.7967,45762.6271,32386.7386,35721.1032
18,111201,26121.8886,45993.924,123216.8748,94396.7028,75259.4027,56465.1512,35483.5993,36581.2272
18,111301,29697.0553,47788.5327,36463.5605,46912.2729,62521.6956,53192.0548,38029.163,37821.1933
18,111212,39832.4384,41318.0031,66978.7268,91602.0942,85875.9716,70090.0031,54767.8546,56593.3154
18,111221,28214.5787,27513.3389,45346.164,61929.1487,63983.7098,57081.1118,43990.3718,40354.1901
18,111281,11581.5557,12411.0095,26532.2832,35746.5575,32165.4748,31938.8404,23265.0283,19932.0312
18,111231,30533.7637,34243.685,81534.8544,95617.5426,76723.4562,68164.523,47870.3769,41765.0208
18,111241,24932.7175,28707.3272,65695.7936,59248.6712,54879.2322,49988.6697,38106.1197,41293.1315
18,111251,21912.0279,28621.9303,95464.3202,81862.1293,64105.3417,57574.6099,43119.3679,46260.7312
18,111262,42390.5141,55007.8327,80314.1274,91276.6509,98542.7055,79096.5929,51601.8025,47328.6726
18,111261,50241.934,95849.4815,127343.1358,140932.6224,139725.2722,99532.2705,62507.6836,59094.2041
18,111273,63426.4943,74941.082,106188.1832,130933.7383,127835.6325,104590.499,76375.6928,68126.3055
18,111274,37804.136,46425.7504,51855.8623,71450.5235,81533.0797,72600.0817,58831.171,56711.2111
19,111123,11247.1001,21764.8399,68535.2873,47794.1784,42218.1113,41739.968,28446.3791,26587.4216
19,111121,12186.8343,14850.0246,51415.0713,49460.157,41742.6418,37020.5752,24358.2351,20015.8297
19,111131,15983.2314,20385.7347,58095.1293,63260.117,52810.3979,44118.1418,29459.6257,27553.9644
19,111142,21944.4377,25323.0875,63512.5813,59440.3507,52643.1128,45883.4168,33174.4131,31974.727
19,111141,22280.8059,37116.1338,76748.3846,61311.266,56842.1976,53194.7807,36347.0757,32512.6152
19,111152,19004.1936,25682.7574,62123.9623,47215.5078,48146.2291,46130.1063,36551.5249,39993.466
19,111151,24228.9075,25627.0483,41637.4388,52522.9882,53295.7123,56664.7881,44451.0921,43701.0629
19,111161,30192.3135,41478.7934,65043.0099,55148.6703,63086.2917,59133.0338,41995.44,47906.6414
19,111291,18258.6358,23513.372,37874.0153,36669.8757,43364.6971,45884.7795,36014.6404,42043.1004
19,111171,18521.8152,22575.4397,28152.2145,33806.3085,39810.1726,42757.6078,36317.0229,39737.7147
19,111311,34869.2098,56600.0447,62493.895,60255.9979,76527.9815,75769.7115,56330.9198,60471.6202
19,111181,30005.7563,37888.3507,49022.261,61699.3149,69101.0231,64532.7836,49182.153,54301.6567
19,111191,19369.5575,28835.978,67780.644,51523.9001,49936.4081,46587.7647,32930.0944,36227.0023
19,111201,25901.6491,44151.3236,122607.4509,93459.597,74844.517,56192.8726,35741.8728,36178.8217
19,111301,30076.4624,48520.9376,37092.3359,47615.3128,63446.59,54886.4529,39071.4808,38291.188
19,111212,40038.5985,41171.3207,67943.1509,93312.1194,86429.0119,70278.6868,55521.7078,57188.3871
19,111221,28471.2071,27540.3455,45502.2091,62800.1434,64691.2409,57519.2118,44417.2701,40529.2855
19,111281,11120.8264,12241.4899,26682.7132,35737.2275,31579.6658,31872.3041,23275.2742,20143.2093
19,111231,29734.6439,33117.4899,78783.1927,93677.0053,75214.1242,66420.9274,46494.0238,40573.9698
19,111241,24786.4648,28878.4289,66406.2674,60280.5686,56686.6681,50974.5106,38711.8789,41760.9276
19,111251,22248.7152,28963.6995,98739.9569,84285.1371,65457.167,58728.2004,43954.3339,46708.2656
19,111262,42043.6431,53660.2935,77740.971,88072.4967,96066.7956,76560.5689,49149.5328,46132.6378
19,111261,49294.2797,93097.6777,120889.7075,133842.2651,135275.9831,96230.9825,59709.2745,58062.2874
19,111273,61951.2453,73722.9881,104575.0076,130241.2352,127267.1563,104266.4944,76054.9517,68182.1871
19,111274,38684.3599,47437.9144,52922.9633,73062.5631,83780.9198,74327.9418,59920.3824,57439.7476
20,111123,10543.2095,20415.6083,63655.1876,44459.995,39219.2325,39152.4184,26717.4881,25386.0369
20,111121,10862.7363,13707.1789,46869.3674,44062.6947,36596.0787,31989.0775,20812.8137,18346.8195
20,111131,16308.9937,20090.5055,55318.2835,62311.6595,51920.149,43352.9721,28860.2765,26926.2369
20,111142,21991.4229,24520.9865,61644.0049,59663.2715,53213.0284,46329.3458,33556.153,31878.8145
20,111141,21893.4774,34621.9801,77605.8773,61984.1288,55944.9591,52605.4954,36217.529,32601.1332
20,111152,19018.5689,25865.3452,63776.6033,47766.224,48307.7862,46267.6055,36381.0334,39660.6008
20,111151,24417.7294,25813.0895,43075.3131,54274.9078,54488.4777,57722.4264,45233.3939,44363.2012
20,111161,31077.9652,42577.196,66761.4245,56412.0289,64964.9137,60496.4814,42858.1842,48482.9442
20,111291,18078.8768,23677.4262,39215.5889,37632.5647,44138.5065,46382.8878,36439.7857,42459.9663
20,111171,18646.0041,23043.2594,28908.0568,34558.4896,40445.0568,43633.912,36885.71,39930.1093
20,111311,35357.4346,57179.2731,63706.275,61529.0736,77719.5015,77290.6778,57181.0328,61041.1806
20,111181,30263.0117,38328.974,50421.3158,63582.2273,70358.5767,66000.1088,50313.2823,54801.7944
20,111191,19761.052,29025.9797,67274.5104,51493.0417,50370.7193,47287.05,33317.1592,36406.682
20,111201,25297.5291,42291.6897,120024.115,93276.779,74731.558,56226.4387,35702.8108,36172.2879
20,111301,30581.5778,49253.2952,37647.4503,48346.8245,64997.385,56152.3909,39661.2489,38759.5673
20,111212,39892.2277,41204.3032,69119.076,94289.6512,87071.5286,70500.6997,56198.9428,57555.8988
20,111221,28722.6229,27922.9401,46346.3733,64362.1785,65613.3765,57911.0292,44583.0002,40563.97
20,111281,11144.0511,12560.263,27150.1633,36138.8342,31442.9154,31837.1111,23575.4418,20397.2437
20,111231,28943.9976,31696.8779,75195.7511,90610.3911,73797.6049,65532.2875,45359.6062,39521.0078
20,111241,25600.3554,29565.7603,67833.2714,62118.1358,58133.1769,52801.9181,39760.6816,42073.7878
20,111251,22068.4599,29276.9836,102072.6852,86602.8052,66328.4997,59607.3063,44555.6818,47168.2061
20,111262,41466.4688,52960.8122,75517.0379,84893.4739,94953.9513,74626.3512,47548.6116,45193.3811
20,111261,49427.9531,91011.7369,114461.2162,127985.8405,133207.9692,94310.2767,57584.445,57009.7399
20,111273,60908.6414,72627.1699,101751.437,128225.4986,126226.2442,103980.8858,75728.1777,68119.7575
20,111274,39444.3511,48252.2133,54200.6669,75102.4171,85160.0708,75431.9486,60708.1319,58064.2113
21,111123,10175.3801,18833.6874,56635.7383,39805.3792,36430.9164,36295.0374,24696.9252,24406.9841
21,111121,10074.6237,12634.8955,42040.9803,39932.4719,33324.1925,28584.0917,19117.3803,17498.3836
21,111131,15523.3629,19451.3977,49784.8404,57386.5769,47591.6726,38618.6867,26252.5218,25063.8511
21,111142,22282.9037,24447.0803,58959.3668,59236.4231,52860.1747,46187.6749,33090.5972,31766.1495
21,111141,21831.182,33686.1003,78348.7604,62230.4388,55680.7256,52045.5893,36205.1474,32518.3465
21,111152,19070.7918,26428.4701,66802.9428,49473.279,49238.1754,47118.9394,36333.3941,39565.9473
21,111151,24292.7675,26069.8039,44703.3817,55748.1803,55174.4315,58572.8096,45601.0263,44513.2717
